Delivery,Item,Ship-to party,Material,Delivery quantity,Sales Unit,Material Avail. Date,Total Weight,Unit of Weight,Route,Goods Issue Date,Picking Date,Act. Gds Mvmnt Date,Delivery Type,Box,Carton ,Pallet,Percent Box,Percent Carton,Percent Pallet,FILTER
80000426,40,P2000,V-CAM1,40,EA,3/1/2017,76,LB,LTL,3/1/2017,3/1/2017,2/28/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80000430,20,P2000,E1200-VV,70,EA,3/1/2017,94.5,LB,LTL,3/1/2017,3/1/2017,2/28/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80000430,50,P2000,SM2-2W10,27,EA,3/1/2017,98.55,LB,LTL,3/1/2017,3/1/2017,2/28/2017,ZNL,5,n/a,150,40.00%,0.400,0.40,FALSE
80000430,60,P2000,V-CAM1,80,EA,3/1/2017,152,LB,LTL,3/1/2017,3/1/2017,2/28/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80000431,40,P2000,V-CAM1,50,EA,3/1/2017,95,LB,LTL,3/1/2017,3/1/2017,2/28/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80000649,40,P2000,SM2-2W10,6,EA,3/1/2017,21.9,LB,LTL,3/1/2017,3/1/2017,2/28/2017,ZNL,5,n/a,150,20.00%,0.200,0.20,FALSE
80000650,40,P2000,SM2-2W10,3,EA,3/1/2017,10.95,LB,LTL,3/1/2017,3/1/2017,2/28/2017,ZNL,5,n/a,150,60.00%,0.600,0.60,FALSE
80000652,110,P2000,DAP-1330,24,EA,3/1/2017,12.72,LB,LTL,3/1/2017,3/1/2017,2/28/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80000652,120,P2000,E1200-VV,40,EA,3/1/2017,54,LB,LTL,3/1/2017,3/1/2017,2/28/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80000652,160,P2000,SM2-2W10,9,EA,3/1/2017,32.85,LB,LTL,3/1/2017,3/1/2017,2/28/2017,ZNL,5,n/a,150,80.00%,0.800,0.80,FALSE
80000652,190,P2000,V-CAM1,30,EA,3/1/2017,57,LB,LTL,3/1/2017,3/1/2017,2/28/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80000652,200,P2000,V-CMA-6,40,EA,3/1/2017,2,LB,LTL,3/1/2017,3/1/2017,2/28/2017,ZNL,4,n/a,#REF!,100.00%,1.000,1.00,TRUE
80000652,250,P2000,V-DW21R-345,84,EA,3/1/2017,10.92,LB,LTL,3/1/2017,3/1/2017,2/28/2017,ZNL,6,n/a,#REF!,100.00%,1.000,1.00,TRUE
80000809,150,P2010,DAP-1330,5,EA,3/1/2017,2.65,LB,LTL,3/1/2017,3/1/2017,2/28/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80000809,160,P2010,E1200-VV,20,EA,3/1/2017,27,LB,LTL,3/1/2017,3/1/2017,2/28/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80000809,200,P2010,SM2-2W10,4,EA,3/1/2017,14.6,LB,LTL,3/1/2017,3/1/2017,2/28/2017,ZNL,5,n/a,150,80.00%,0.800,0.80,FALSE
80000809,220,P2010,V-CAM1,10,EA,3/1/2017,19,LB,LTL,3/1/2017,3/1/2017,2/28/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80000809,230,P2010,V-CMA-6,2,EA,3/1/2017,0.1,LB,LTL,3/1/2017,3/1/2017,2/28/2017,ZNL,4,n/a,#REF!,50.00%,0.500,0.50,TRUE
80000809,270,P2010,V-DW21R-345,35,EA,3/1/2017,4.55,LB,LTL,3/1/2017,3/1/2017,2/28/2017,ZNL,6,n/a,#REF!,83.33%,0.833,0.83,TRUE
80000847,40,P2000,SM2-2W10,21,EA,3/1/2017,76.65,LB,LTL,3/1/2017,3/1/2017,2/28/2017,ZNL,5,n/a,150,20.00%,0.200,0.20,FALSE
80000849,30,P2000,V-CAM1,45,EA,3/1/2017,85.5,LB,LTL,3/1/2017,3/1/2017,2/28/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80001807,10,P2000,E1200-VV,208,EA,2/28/2017,280.8,LB,LTL,2/28/2017,2/28/2017,2/28/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80004297,160,P2000,DAP-1330,5,EA,3/1/2017,2.65,LB,LTL,2/28/2017,3/1/2017,3/2/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80004297,200,P2000,SM2-2W10,2,EA,3/1/2017,7.3,LB,LTL,2/28/2017,3/1/2017,3/2/2017,ZNL,5,n/a,150,40.00%,0.400,0.40,FALSE
80004297,220,P2000,V-CAM1,10,EA,3/1/2017,19,LB,LTL,2/28/2017,3/1/2017,3/2/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80004297,270,P2000,V-DW21R-345,28,EA,3/1/2017,3.64,LB,LTL,2/28/2017,3/1/2017,3/2/2017,ZNL,6,n/a,#REF!,66.67%,0.667,0.67,TRUE
80004297,370,P2000,E1200-VV,4,EA,3/1/2017,5.4,LB,LTL,2/28/2017,3/1/2017,3/2/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80005309,100,P2000,DAP-1330,24,EA,3/2/2017,12.72,LB,LTL,3/1/2017,3/2/2017,3/2/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80005309,110,P2000,E1200-VV,10,EA,3/2/2017,13.5,LB,LTL,3/1/2017,3/2/2017,3/2/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80005309,160,P2000,SM2-2W10,3,EA,3/2/2017,10.95,LB,LTL,3/1/2017,3/2/2017,3/2/2017,ZNL,5,n/a,150,60.00%,0.600,0.60,FALSE
80005309,180,P2000,V-CAM1,75,EA,3/2/2017,142.5,LB,LTL,3/1/2017,3/2/2017,3/2/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80005309,190,P2000,V-CMA-6,100,EA,3/2/2017,5,LB,LTL,3/1/2017,3/2/2017,3/2/2017,ZNL,4,n/a,#REF!,100.00%,1.000,1.00,TRUE
80005309,240,P2000,V-DW21R-345,140,EA,3/2/2017,18.2,LB,LTL,3/1/2017,3/2/2017,3/2/2017,ZNL,6,n/a,#REF!,33.33%,0.333,0.33,TRUE
80005320,40,P2000,SM2-2W10,51,EA,3/2/2017,186.15,LB,LTL,3/2/2017,3/2/2017,3/2/2017,ZNL,5,n/a,150,20.00%,0.200,0.20,FALSE
80005320,50,P2000,V-CAM1,105,EA,3/2/2017,199.5,LB,LTL,3/2/2017,3/2/2017,3/2/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80005321,30,P2000,E1200-VV,5,EA,3/3/2017,6.75,LB,LTL,3/3/2017,3/3/2017,3/2/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80005321,50,P2000,SM2-2W10,6,EA,3/3/2017,21.9,LB,LTL,3/3/2017,3/3/2017,3/2/2017,ZNL,5,n/a,150,20.00%,0.200,0.20,FALSE
80005321,60,P2000,V-CAM1,5,EA,3/3/2017,9.5,LB,LTL,3/3/2017,3/3/2017,3/2/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80005443,50,P3000,E1200-VV,5,EA,3/2/2017,6.75,LB,LTL,3/1/2017,3/2/2017,3/2/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80005451,30,P3000,E1200-VV,10,EA,3/2/2017,13.5,LB,LTL,3/2/2017,3/2/2017,3/2/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80005451,40,P3000,V-CAM1,30,EA,3/2/2017,57,LB,LTL,3/2/2017,3/2/2017,3/2/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80005569,80,P2000,SM2-2W10,8,EA,3/2/2017,29.2,LB,LTL,3/1/2017,3/2/2017,3/2/2017,ZNL,5,n/a,150,60.00%,0.600,0.60,FALSE
80005763,140,P2000,DAP-1330,15,EA,3/2/2017,7.95,LB,LTL,3/2/2017,3/2/2017,3/3/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80005763,150,P2000,E1200-VV,28,EA,3/2/2017,37.8,LB,LTL,3/2/2017,3/2/2017,3/3/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80005763,180,P2000,SM2-2W10,6,EA,3/2/2017,21.9,LB,LTL,3/2/2017,3/2/2017,3/3/2017,ZNL,5,n/a,150,20.00%,0.200,0.20,FALSE
80005763,200,P2000,V-CAM1,40,EA,3/2/2017,76,LB,LTL,3/2/2017,3/2/2017,3/3/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80005763,240,P2000,V-DW21R-345,140,EA,3/2/2017,18.2,LB,LTL,3/2/2017,3/2/2017,3/3/2017,ZNL,6,n/a,#REF!,33.33%,0.333,0.33,TRUE
80005848,130,P2000,V-CAM1,20,EA,3/2/2017,38,LB,LTL,3/2/2017,3/2/2017,3/2/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80005848,170,P2000,V-DW21R-345,28,EA,3/2/2017,3.64,LB,LTL,3/2/2017,3/2/2017,3/2/2017,ZNL,6,n/a,#REF!,66.67%,0.667,0.67,TRUE
80005913,110,P2000,DAP-1330,10,EA,3/2/2017,5.3,LB,LTL,3/2/2017,3/2/2017,3/2/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80005913,120,P2000,E1200-VV,10,EA,3/2/2017,13.5,LB,LTL,3/2/2017,3/2/2017,3/2/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80005913,150,P2000,SM2-2W10,6,EA,3/2/2017,21.9,LB,LTL,3/2/2017,3/2/2017,3/2/2017,ZNL,5,n/a,150,20.00%,0.200,0.20,FALSE
80005913,170,P2000,V-CAM1,40,EA,3/2/2017,76,LB,LTL,3/2/2017,3/2/2017,3/2/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80005913,210,P2000,V-DW21R-345,140,EA,3/2/2017,18.2,LB,LTL,3/2/2017,3/2/2017,3/2/2017,ZNL,6,n/a,#REF!,33.33%,0.333,0.33,TRUE
80005917,150,P2000,DAP-1330,10,EA,3/2/2017,5.3,LB,LTL,3/2/2017,3/2/2017,3/2/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80005917,160,P2000,E1200-VV,10,EA,3/2/2017,13.5,LB,LTL,3/2/2017,3/2/2017,3/2/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80005917,220,P2000,SM2-2W10,5,EA,3/2/2017,18.25,LB,LTL,3/2/2017,3/2/2017,3/2/2017,ZNL,5,n/a,150,100.00%,1.000,1.00,FALSE
80005917,240,P2000,V-CAM1,26,EA,3/2/2017,49.4,LB,LTL,3/2/2017,3/2/2017,3/2/2017,ZNL,5,n/a,120,20.00%,0.200,0.20,FALSE
80005917,280,P2000,V-DW21R-345,56,EA,3/2/2017,7.28,LB,LTL,3/2/2017,3/2/2017,3/2/2017,ZNL,6,n/a,#REF!,33.33%,0.333,0.33,TRUE
80007995,90,P3000,DAP-1330,24,EA,3/6/2017,12.72,LB,LTLP,3/6/2017,3/6/2017,3/6/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80007995,100,P3000,E1200-VV,10,EA,3/6/2017,13.5,LB,LTLP,3/6/2017,3/6/2017,3/6/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80007995,140,P3000,SM2-2W10,3,EA,3/6/2017,10.95,LB,LTLP,3/6/2017,3/6/2017,3/6/2017,ZNL,5,n/a,150,60.00%,0.600,0.60,FALSE
80007995,160,P3000,V-CAM1,15,EA,3/6/2017,28.5,LB,LTLP,3/6/2017,3/6/2017,3/6/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80007995,170,P3000,V-CMA-6,20,EA,3/6/2017,1,LB,LTLP,3/6/2017,3/6/2017,3/6/2017,ZNL,4,n/a,#REF!,100.00%,1.000,1.00,TRUE
80007995,220,P3000,V-DW21R-345,28,EA,3/6/2017,3.64,LB,LTLP,3/6/2017,3/6/2017,3/6/2017,ZNL,6,n/a,#REF!,66.67%,0.667,0.67,TRUE
80007996,90,P3000,DAP-1330,24,EA,3/6/2017,12.72,LB,LTLP,3/6/2017,3/6/2017,3/6/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80007996,100,P3000,E1200-VV,10,EA,3/6/2017,13.5,LB,LTLP,3/6/2017,3/6/2017,3/6/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80007996,140,P3000,SM2-2W10,3,EA,3/6/2017,10.95,LB,LTLP,3/6/2017,3/6/2017,3/6/2017,ZNL,5,n/a,150,60.00%,0.600,0.60,FALSE
80007996,160,P3000,V-CAM1,10,EA,3/6/2017,19,LB,LTLP,3/6/2017,3/6/2017,3/6/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80007996,170,P3000,V-CMA-6,20,EA,3/6/2017,1,LB,LTLP,3/6/2017,3/6/2017,3/6/2017,ZNL,4,n/a,#REF!,100.00%,1.000,1.00,TRUE
80007996,220,P3000,V-DW21R-345,28,EA,3/6/2017,3.64,LB,LTLP,3/6/2017,3/6/2017,3/6/2017,ZNL,6,n/a,#REF!,66.67%,0.667,0.67,TRUE
80007997,90,P3000,DAP-1330,24,EA,3/6/2017,12.72,LB,LTL,3/6/2017,3/6/2017,3/6/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80007997,100,P3000,E1200-VV,15,EA,3/6/2017,20.25,LB,LTL,3/6/2017,3/6/2017,3/6/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80007997,140,P3000,SM2-2W10,9,EA,3/6/2017,32.85,LB,LTL,3/6/2017,3/6/2017,3/6/2017,ZNL,5,n/a,150,80.00%,0.800,0.80,FALSE
80007997,160,P3000,V-CAM1,30,EA,3/6/2017,57,LB,LTL,3/6/2017,3/6/2017,3/6/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80007997,170,P3000,V-CMA-6,20,EA,3/6/2017,1,LB,LTL,3/6/2017,3/6/2017,3/6/2017,ZNL,4,n/a,#REF!,100.00%,1.000,1.00,TRUE
80007997,220,P3000,V-DW21R-345,56,EA,3/6/2017,7.28,LB,LTL,3/6/2017,3/6/2017,3/6/2017,ZNL,6,n/a,#REF!,33.33%,0.333,0.33,TRUE
80008980,40,P2000,SM2-2W10,9,EA,3/6/2017,32.85,LB,LTL,3/6/2017,3/6/2017,3/6/2017,ZNL,5,n/a,150,80.00%,0.800,0.80,FALSE
80008980,50,P2000,V-CAM1,70,EA,3/6/2017,133,LB,LTL,3/6/2017,3/6/2017,3/6/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80008983,40,P2000,E1200-VV,30,EA,3/7/2017,40.5,LB,LTL,3/7/2017,3/7/2017,3/6/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80008983,60,P2000,SM2-2W10,33,EA,3/7/2017,120.45,LB,LTL,3/7/2017,3/7/2017,3/6/2017,ZNL,5,n/a,150,60.00%,0.600,0.60,FALSE
80008983,70,P2000,V-CAM1,70,EA,3/7/2017,133,LB,LTL,3/7/2017,3/7/2017,3/6/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80008983,110,P2000,V-DW21R-345,84,EA,3/7/2017,10.92,LB,LTL,3/7/2017,3/7/2017,3/6/2017,ZNL,6,n/a,#REF!,100.00%,1.000,1.00,TRUE
80008985,10,P2000,E1200-VV,20,EA,3/7/2017,27,LB,LTL,3/7/2017,3/7/2017,3/6/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80008985,30,P2000,SM2-2W10,6,EA,3/7/2017,21.9,LB,LTL,3/7/2017,3/7/2017,3/6/2017,ZNL,5,n/a,150,20.00%,0.200,0.20,FALSE
80010191,60,P2000,E1200-VV,11,EA,3/7/2017,14.85,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80010191,90,P2000,V-DW21R-345,82,EA,3/7/2017,10.66,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,6,n/a,#REF!,66.67%,0.667,0.67,TRUE
80010860,40,P2000,E1200-VV,7,EA,3/7/2017,9.45,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80010860,50,P2000,SM2-2W10,4,EA,3/7/2017,14.6,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,5,n/a,150,80.00%,0.800,0.80,FALSE
80010860,60,P2000,V-CAM1,36,EA,3/7/2017,68.4,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,5,n/a,120,20.00%,0.200,0.20,FALSE
80010860,110,P2000,V-DW21R-345,24,EA,3/7/2017,3.12,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,6,n/a,#REF!,100.00%,1.000,1.00,TRUE
80010869,60,P2000,DAP-1330,24,EA,3/8/2017,12.72,LB,LTL,3/8/2017,3/8/2017,3/7/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80010869,70,P2000,E1200-VV,95,EA,3/8/2017,128.25,LB,LTL,3/8/2017,3/8/2017,3/7/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80010869,90,P2000,SM2-2W10,12,EA,3/8/2017,43.8,LB,LTL,3/8/2017,3/8/2017,3/7/2017,ZNL,5,n/a,150,40.00%,0.400,0.40,FALSE
80010869,110,P2000,V-CAM1,90,EA,3/8/2017,171,LB,LTL,3/8/2017,3/8/2017,3/7/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80010869,120,P2000,V-CMA-6,80,EA,3/8/2017,4,LB,LTL,3/8/2017,3/8/2017,3/7/2017,ZNL,4,n/a,#REF!,100.00%,1.000,1.00,TRUE
80010869,150,P2000,V-DW21R-345,140,EA,3/8/2017,18.2,LB,LTL,3/8/2017,3/8/2017,3/7/2017,ZNL,6,n/a,#REF!,33.33%,0.333,0.33,TRUE
80010871,70,P2000,DAP-1330,24,EA,3/8/2017,12.72,LB,LTL,3/8/2017,3/8/2017,3/7/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80010871,80,P2000,E1200-VV,55,EA,3/8/2017,74.25,LB,LTL,3/8/2017,3/8/2017,3/7/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80010871,120,P2000,V-CMA-6,80,EA,3/8/2017,4,LB,LTL,3/8/2017,3/8/2017,3/7/2017,ZNL,4,n/a,#REF!,100.00%,1.000,1.00,TRUE
80010872,30,P2000,SM2-2W10,42,EA,3/8/2017,153.3,LB,LTL,3/8/2017,3/8/2017,3/7/2017,ZNL,5,n/a,150,40.00%,0.400,0.40,FALSE
80010873,50,P2000,E1200-VV,50,EA,3/8/2017,67.5,LB,LTL,3/8/2017,3/8/2017,3/7/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80010873,60,P2000,SM2-2W10,132,EA,3/8/2017,481.8,LB,LTL,3/8/2017,3/8/2017,3/7/2017,ZNL,5,n/a,150,40.00%,0.400,0.40,FALSE
80010873,70,P2000,V-CAM1,15,EA,3/8/2017,28.5,LB,LTL,3/8/2017,3/8/2017,3/7/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80010873,120,P2000,V-DW21R-345,252,EA,3/8/2017,32.76,LB,LTL,3/8/2017,3/8/2017,3/7/2017,ZNL,6,n/a,#REF!,100.00%,1.000,1.00,TRUE
80010925,80,P2010,E1200-VV,2,EA,3/7/2017,2.7,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80010925,100,P2010,V-CAM1,35,EA,3/7/2017,66.5,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80010925,110,P2010,V-CMA-6,10,EA,3/7/2017,0.5,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,4,n/a,#REF!,50.00%,0.500,0.50,TRUE
80010925,150,P2010,V-DW21R-345,26,EA,3/7/2017,3.38,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,6,n/a,#REF!,33.33%,0.333,0.33,TRUE
80011130,70,P3000,DAP-1330,24,EA,3/7/2017,12.72,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80011130,80,P3000,E1200-VV,5,EA,3/7/2017,6.75,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80011130,110,P3000,V-CAM1,10,EA,3/7/2017,19,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80011130,120,P3000,V-CMA-6,20,EA,3/7/2017,1,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,4,n/a,#REF!,100.00%,1.000,1.00,TRUE
80011130,160,P3000,V-DW21R-345,28,EA,3/7/2017,3.64,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,6,n/a,#REF!,66.67%,0.667,0.67,TRUE
80011382,110,P2000,V-DW21R-345,653,EA,3/7/2017,84.89,LB,LTL,3/7/2017,3/7/2017,3/8/2017,ZNL,6,n/a,#REF!,83.33%,0.833,0.83,TRUE
80011382,150,P2000,V-CAM1,117,EA,3/7/2017,222.3,LB,LTL,3/7/2017,3/7/2017,3/8/2017,ZNL,5,n/a,120,40.00%,0.400,0.40,FALSE
80011382,170,P2000,SM2-2W10,27,EA,3/7/2017,98.55,LB,LTL,3/7/2017,3/7/2017,3/8/2017,ZNL,5,n/a,150,40.00%,0.400,0.40,FALSE
80011382,210,P2000,E1200-VV,88,EA,3/7/2017,118.8,LB,LTL,3/7/2017,3/7/2017,3/8/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80011382,220,P2000,DAP-1330,36,EA,3/7/2017,19.08,LB,LTL,3/7/2017,3/7/2017,3/8/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80011399,110,P2000,V-DW21R-345,776,EA,3/7/2017,100.88,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,6,n/a,#REF!,33.33%,0.333,0.33,TRUE
80011399,150,P2000,V-CAM1,138,EA,3/7/2017,262.2,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,5,n/a,120,60.00%,0.600,0.60,FALSE
80011399,170,P2000,SM2-2W10,32,EA,3/7/2017,116.8,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,5,n/a,150,40.00%,0.400,0.40,FALSE
80011399,210,P2000,E1200-VV,105,EA,3/7/2017,141.75,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80011399,220,P2000,DAP-1330,42,EA,3/7/2017,22.26,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80011459,110,P2000,V-DW21R-345,286,EA,3/7/2017,37.18,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,6,n/a,#REF!,66.67%,0.667,0.67,TRUE
80011459,150,P2000,V-CAM1,51,EA,3/7/2017,96.9,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,5,n/a,120,20.00%,0.200,0.20,FALSE
80011459,170,P2000,SM2-2W10,16,EA,3/7/2017,58.4,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,5,n/a,150,20.00%,0.200,0.20,FALSE
80011459,210,P2000,E1200-VV,30,EA,3/7/2017,40.5,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80011459,220,P2000,DAP-1330,20,EA,3/7/2017,10.6,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80011521,130,P2000,V-DW21R-345,490,EA,3/7/2017,63.7,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,6,n/a,#REF!,66.67%,0.667,0.67,TRUE
80011521,170,P2000,V-CAM1,88,EA,3/7/2017,167.2,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,5,n/a,120,60.00%,0.600,0.60,FALSE
80011521,190,P2000,SM2-2W10,20,EA,3/7/2017,73,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,5,n/a,150,100.00%,1.000,1.00,FALSE
80011521,230,P2000,E1200-VV,66,EA,3/7/2017,89.1,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80011521,240,P2000,DAP-1330,27,EA,3/7/2017,14.31,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80011697,130,P2000,V-DW21R-345,531,EA,3/7/2017,69.03,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,6,n/a,#REF!,50.00%,0.500,0.50,TRUE
80011697,170,P2000,V-CAM1,95,EA,3/7/2017,180.5,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80011697,190,P2000,SM2-2W10,22,EA,3/7/2017,80.3,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,5,n/a,150,40.00%,0.400,0.40,FALSE
80011697,230,P2000,E1200-VV,72,EA,3/7/2017,97.2,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80011697,240,P2000,DAP-1330,29,EA,3/7/2017,15.37,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80011772,90,P2010,V-CMA-6,30,EA,3/7/2017,1.5,LB,LTL,3/7/2017,3/7/2017,3/7/2017,ZNL,4,n/a,#REF!,50.00%,0.500,0.50,TRUE
80012130,130,P2000,DAP-1330,20,EA,3/8/2017,10.6,LB,LTL,3/8/2017,3/8/2017,3/8/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80012130,170,P2000,SM2-2W10,15,EA,3/8/2017,54.75,LB,LTL,3/8/2017,3/8/2017,3/8/2017,ZNL,5,n/a,150,100.00%,1.000,1.00,FALSE
80012130,190,P2000,V-CAM1,40,EA,3/8/2017,76,LB,LTL,3/8/2017,3/8/2017,3/8/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80012130,230,P2000,V-DW21R-345,112,EA,3/8/2017,14.56,LB,LTL,3/8/2017,3/8/2017,3/8/2017,ZNL,6,n/a,#REF!,66.67%,0.667,0.67,TRUE
80012466,50,P3000,E1200-VV,40,EA,3/8/2017,54,LB,LTL,3/7/2017,3/8/2017,3/8/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80012466,60,P3000,V-CAM1,55,EA,3/8/2017,104.5,LB,LTL,3/7/2017,3/8/2017,3/8/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80012473,30,P2000,DAP-1330,24,EA,3/8/2017,12.72,LB,LTL,3/7/2017,3/8/2017,3/8/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
