Delivery,Item,Ship-to party,Material,Delivery quantity,Sales Unit,Material Avail. Date,Total Weight,Unit of Weight,Route,Goods Issue Date,Picking Date,Act. Gds Mvmnt Date,Delivery Type,Box,Carton ,Pallet,Percent Box,Percent Carton,Percent Pallet,FILTER
80247211,50,P2000,V-DW21R-345,140,EA,7/17/2017,18.2,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,6,n/a,#REF!,33.33%,0.333,0.33,TRUE
80247211,110,P2000,SM2-2W10,3,EA,7/17/2017,10.95,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,n/a,150,60.00%,0.600,0.60,FALSE
80247211,130,P2000,98880-003,12,EA,7/17/2017,36.72,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247211,170,P2000,V-CAM1,15,EA,7/17/2017,28.5,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80247211,180,P2000,DAP-1330,24,EA,7/17/2017,12.72,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247211,210,P2000,E1200-VV,48,EA,7/17/2017,64.8,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247212,20,P2000,SM2-2W10,6,EA,7/17/2017,21.9,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,n/a,150,20.00%,0.200,0.20,FALSE
80247213,50,P2000,V-DW21R-345,532,EA,7/17/2017,69.16,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,6,n/a,#REF!,66.67%,0.667,0.67,TRUE
80247213,150,P2000,V-CAM1,25,EA,7/17/2017,47.5,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80247213,200,P2000,E1200-VV,64,EA,7/17/2017,86.4,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247214,70,P2000,V-DW21R-345,84,EA,7/17/2017,10.92,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,6,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247214,160,P2000,98880-003,20,EA,7/17/2017,61.2,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247214,180,P2000,V-CAM1,20,EA,7/17/2017,38,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80247214,200,P2000,DAP-1330,48,EA,7/17/2017,25.44,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247214,230,P2000,E1200-VV,48,EA,7/17/2017,64.8,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247215,50,P2000,V-DW21R-345,84,EA,7/17/2017,10.92,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,6,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247215,110,P2000,98880-003,6,EA,7/17/2017,18.36,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247215,150,P2000,V-CAM1,25,EA,7/17/2017,47.5,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80247215,180,P2000,E1200-VV,64,EA,7/17/2017,86.4,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247216,60,P2000,V-DW21R-345,140,EA,7/17/2017,18.2,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,6,n/a,#REF!,33.33%,0.333,0.33,TRUE
80247216,130,P2000,98880-003,26,EA,7/17/2017,79.56,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247216,170,P2000,V-CAM1,45,EA,7/17/2017,85.5,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80247216,230,P2000,E1200-VV,64,EA,7/17/2017,86.4,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247217,60,P2000,V-DW21R-345,84,EA,7/17/2017,10.92,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,6,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247217,120,P2000,SM2-2W10,12,EA,7/17/2017,43.8,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,n/a,150,40.00%,0.400,0.40,FALSE
80247217,140,P2000,98880-003,14,EA,7/17/2017,42.84,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247217,180,P2000,V-CAM1,55,EA,7/17/2017,104.5,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80247217,200,P2000,DAP-1330,48,EA,7/17/2017,25.44,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247217,240,P2000,E1200-VV,80,EA,7/17/2017,108,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247219,60,P2000,V-DW21R-345,168,EA,7/17/2017,21.84,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,6,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247219,160,P2000,V-CAM1,30,EA,7/17/2017,57,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80247219,170,P2000,DAP-1330,48,EA,7/17/2017,25.44,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247219,200,P2000,V-CMA-6,40,EA,7/17/2017,2,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,4,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247219,210,P2000,E1200-VV,80,EA,7/17/2017,108,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247220,70,P2000,V-DW21R-345,168,EA,7/17/2017,21.84,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,6,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247220,150,P2000,SM2-2W10,27,EA,7/17/2017,98.55,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,n/a,150,40.00%,0.400,0.40,FALSE
80247220,170,P2000,98880-003,28,EA,7/17/2017,85.68,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247220,210,P2000,V-CAM1,65,EA,7/17/2017,123.5,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80247220,220,P2000,DAP-1330,24,EA,7/17/2017,12.72,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247220,270,P2000,E1200-VV,96,EA,7/17/2017,129.6,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247221,100,P2000,98880-003,6,EA,7/17/2017,18.36,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247221,140,P2000,V-CAM1,20,EA,7/17/2017,38,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80247221,150,P2000,DAP-1330,24,EA,7/17/2017,12.72,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247221,170,P2000,E1200-VV,48,EA,7/17/2017,64.8,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247222,50,P2000,V-DW21R-345,140,EA,7/17/2017,18.2,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,6,n/a,#REF!,33.33%,0.333,0.33,TRUE
80247222,150,P2000,DAP-1330,24,EA,7/17/2017,12.72,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247222,180,P2000,E1200-VV,64,EA,7/17/2017,86.4,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247223,50,P2000,V-DW21R-345,84,EA,7/17/2017,10.92,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,6,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247223,110,P2000,SM2-2W10,12,EA,7/17/2017,43.8,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,n/a,150,40.00%,0.400,0.40,FALSE
80247223,130,P2000,98880-003,4,EA,7/17/2017,12.24,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247223,170,P2000,V-CAM1,30,EA,7/17/2017,57,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80247223,190,P2000,DAP-1330,24,EA,7/17/2017,12.72,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247223,230,P2000,V-CMA-6,40,EA,7/17/2017,2,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,4,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247223,240,P2000,E1200-VV,80,EA,7/17/2017,108,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247225,50,P2000,V-DW21R-345,140,EA,7/17/2017,18.2,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,6,n/a,#REF!,33.33%,0.333,0.33,TRUE
80247225,120,P2000,SM2-2W10,39,EA,7/17/2017,142.35,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,n/a,150,80.00%,0.800,0.80,FALSE
80247225,130,P2000,98880-003,40,EA,7/17/2017,122.4,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247225,170,P2000,V-CAM1,40,EA,7/17/2017,76,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80247225,220,P2000,E1200-VV,96,EA,7/17/2017,129.6,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247226,40,P2000,V-DW21R-345,84,EA,7/17/2017,10.92,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,6,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247226,80,P2000,98880-003,6,EA,7/17/2017,18.36,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247226,120,P2000,E1200-VV,32,EA,7/17/2017,43.2,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247227,60,P2000,V-DW21R-345,140,EA,7/17/2017,18.2,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,6,n/a,#REF!,33.33%,0.333,0.33,TRUE
80247227,120,P2000,SM2-2W10,3,EA,7/17/2017,10.95,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,n/a,150,60.00%,0.600,0.60,FALSE
80247227,140,P2000,98880-003,8,EA,7/17/2017,24.48,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247227,170,P2000,V-CAM1,20,EA,7/17/2017,38,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80247227,220,P2000,E1200-VV,64,EA,7/17/2017,86.4,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247228,80,P2000,V-DW21R-345,196,EA,7/17/2017,25.48,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,6,n/a,#REF!,66.67%,0.667,0.67,TRUE
80247228,140,P2000,SM2-2W10,30,EA,7/17/2017,109.5,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,n/a,150,100.00%,1.000,1.00,FALSE
80247228,190,P2000,V-CAM1,35,EA,7/17/2017,66.5,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80247228,200,P2000,DAP-1330,24,EA,7/17/2017,12.72,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247228,240,P2000,E1200-VV,96,EA,7/17/2017,129.6,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247229,70,P2000,V-DW21R-345,336,EA,7/17/2017,43.68,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,6,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247229,130,P2000,GD00Z-5,60,EA,7/17/2017,118.2,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,20,#REF!,100.00%,1.000,1.00,TRUE
80247229,140,P2000,SM2-2W10,66,EA,7/17/2017,240.9,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,n/a,150,20.00%,0.200,0.20,FALSE
80247229,150,P2000,98880-003,42,EA,7/17/2017,128.52,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247229,200,P2000,V-CAM1,125,EA,7/17/2017,237.5,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80247229,220,P2000,DAP-1330,48,EA,7/17/2017,25.44,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247229,270,P2000,V-CMA-6,40,EA,7/17/2017,2,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,4,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247229,290,P2000,E1200-VV,176,EA,7/17/2017,237.6,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247231,40,P2000,V-DW21R-345,84,EA,7/17/2017,10.92,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,6,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247231,90,P2000,SM2-2W10,9,EA,7/17/2017,32.85,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,n/a,150,80.00%,0.800,0.80,FALSE
80247231,100,P2000,98880-003,8,EA,7/17/2017,24.48,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247231,140,P2000,V-CAM1,5,EA,7/17/2017,9.5,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80247231,150,P2000,DAP-1330,24,EA,7/17/2017,12.72,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247231,170,P2000,E1200-VV,32,EA,7/17/2017,43.2,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247232,50,P2000,V-DW21R-345,140,EA,7/17/2017,18.2,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,6,n/a,#REF!,33.33%,0.333,0.33,TRUE
80247232,140,P2000,V-CAM1,35,EA,7/17/2017,66.5,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80247232,160,P2000,E1200-VV,48,EA,7/17/2017,64.8,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247234,30,P2000,V-DW21R-345,56,EA,7/17/2017,7.28,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,6,n/a,#REF!,33.33%,0.333,0.33,TRUE
80247234,100,P2000,98880-003,6,EA,7/17/2017,18.36,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247234,130,P2000,V-CAM1,30,EA,7/17/2017,57,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80247234,140,P2000,DAP-1330,24,EA,7/17/2017,12.72,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247234,160,P2000,V-CMA-6,20,EA,7/17/2017,1,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,4,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247234,170,P2000,E1200-VV,48,EA,7/17/2017,64.8,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247239,60,P2000,V-DW21R-345,77,EA,7/17/2017,10.01,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,6,n/a,#REF!,83.33%,0.833,0.83,TRUE
80247239,110,P2000,GD00Z-5,5,EA,7/17/2017,9.85,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,20,#REF!,100.00%,1.000,1.00,TRUE
80247239,140,P2000,DAP-1330,4,EA,7/17/2017,2.12,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247239,170,P2000,E1200-VV,34,EA,7/17/2017,45.9,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247239,180,P2000,V-CMA-6,18,EA,7/17/2017,0.9,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,4,n/a,#REF!,50.00%,0.500,0.50,TRUE
80247245,100,P2000,V-DW21R-345,31,EA,7/17/2017,4.03,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,6,n/a,#REF!,16.67%,0.167,0.17,TRUE
80247245,170,P2000,GD00Z-5,5,EA,7/17/2017,9.85,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,20,#REF!,100.00%,1.000,1.00,TRUE
80247245,180,P2000,SM2-2W10,6,EA,7/17/2017,21.9,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,n/a,150,20.00%,0.200,0.20,FALSE
80247245,190,P2000,98880-003,3,EA,7/17/2017,9.18,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80247245,220,P2000,V-CAM1,14,EA,7/17/2017,26.6,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,n/a,120,80.00%,0.800,0.80,FALSE
80247245,240,P2000,DAP-1330,2,EA,7/17/2017,1.06,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247245,300,P2000,E1200-VV,24,EA,7/17/2017,32.4,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247245,310,P2000,V-CMA-6,14,EA,7/17/2017,0.7,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,4,n/a,#REF!,50.00%,0.500,0.50,TRUE
80247254,110,P2040,GD00Z-5,20,EA,7/17/2017,39.4,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,20,#REF!,100.00%,1.000,1.00,TRUE
80247254,140,P2040,E1200-VV,32,EA,7/17/2017,43.2,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247254,170,P2040,DAP-1330,15,EA,7/17/2017,7.95,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80247274,60,P2030,V-DW21R-345,112,EA,7/17/2017,14.56,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,6,n/a,#REF!,66.67%,0.667,0.67,TRUE
80247274,140,P2030,V-CAM1,10,EA,7/17/2017,19,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80247274,160,P2030,98880-003,10,EA,7/17/2017,30.6,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80247274,170,P2030,E1200-VV,32,EA,7/17/2017,43.2,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80248515,10,P2000,SM2-2W10,100,EA,7/17/2017,365,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,n/a,150,100.00%,1.000,1.00,FALSE
80248549,30,P2040,98880-003,18,EA,7/17/2017,55.08,LB,LTL,7/17/2017,7/17/2017,7/19/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80248827,10,P2000,SM2-2W10,6,EA,7/17/2017,21.9,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,n/a,150,20.00%,0.200,0.20,FALSE
80248827,30,P2000,98880-003,6,EA,7/17/2017,18.36,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80248827,60,P2000,DAP-1330,24,EA,7/17/2017,12.72,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80249307,60,P2000,98880-003,20,EA,7/17/2017,61.2,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80249307,80,P2000,SM2-2W10,30,EA,7/17/2017,109.5,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,n/a,150,100.00%,1.000,1.00,FALSE
80249307,110,P2000,V-CMA-6,80,EA,7/17/2017,4,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,4,n/a,#REF!,100.00%,1.000,1.00,TRUE
80249554,40,P2010,V-CAM1,40,EA,7/17/2017,76,LB,LTL,7/17/2017,7/17/2017,7/17/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80250279,130,P2010,V-DW21R-345,147,EA,7/17/2017,19.11,LB,LTL,7/17/2017,7/17/2017,7/18/2017,ZNL,6,n/a,#REF!,50.00%,0.500,0.50,TRUE
80250279,160,P2010,V-CAM1,27,EA,7/17/2017,51.3,LB,LTL,7/17/2017,7/17/2017,7/18/2017,ZNL,5,n/a,120,40.00%,0.400,0.40,FALSE
80250279,190,P2010,SM2-2W10,6,EA,7/17/2017,21.9,LB,LTL,7/17/2017,7/17/2017,7/18/2017,ZNL,5,n/a,150,20.00%,0.200,0.20,FALSE
80250279,230,P2010,GD00Z-5,7,EA,7/17/2017,13.79,LB,LTL,7/17/2017,7/17/2017,7/18/2017,ZNL,5,20,#REF!,40.00%,0.400,0.40,TRUE
80250279,240,P2010,E1200-VV,20,EA,7/17/2017,27,LB,LTL,7/17/2017,7/17/2017,7/18/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80250279,250,P2010,DAP-1330,8,EA,7/17/2017,4.24,LB,LTL,7/17/2017,7/17/2017,7/18/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80250279,290,P2010,98880-003,24,EA,7/17/2017,73.44,LB,LTL,7/17/2017,7/17/2017,7/18/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80250647,190,P2010,E1200-VV,64,EA,7/18/2017,86.4,LB,LTL,7/18/2017,7/18/2017,7/18/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80250647,200,P2010,SM2-2W10,10,EA,7/18/2017,36.5,LB,LTL,7/18/2017,7/18/2017,7/18/2017,ZNL,5,n/a,150,100.00%,1.000,1.00,FALSE
80250647,220,P2010,DAP-1330,15,EA,7/18/2017,7.95,LB,LTL,7/18/2017,7/18/2017,7/18/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80250647,230,P2010,V-CAM1,10,EA,7/18/2017,19,LB,LTL,7/18/2017,7/18/2017,7/18/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80250649,160,P2010,E1200-VV,64,EA,7/18/2017,86.4,LB,LTL,7/18/2017,7/18/2017,7/18/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80250650,80,P2010,V-DW21R-345,56,EA,7/18/2017,7.28,LB,LTL,7/18/2017,7/18/2017,7/18/2017,ZNL,6,n/a,#REF!,33.33%,0.333,0.33,TRUE
80250650,190,P2010,E1200-VV,48,EA,7/18/2017,64.8,LB,LTL,7/18/2017,7/18/2017,7/18/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80250650,200,P2010,98880-003,14,EA,7/18/2017,42.84,LB,LTL,7/18/2017,7/18/2017,7/18/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80250650,240,P2010,DAP-1330,45,EA,7/18/2017,23.85,LB,LTL,7/18/2017,7/18/2017,7/18/2017,ZNL,2,n/a,#REF!,50.00%,0.500,0.50,TRUE
80250650,250,P2010,V-CAM1,20,EA,7/18/2017,38,LB,LTL,7/18/2017,7/18/2017,7/18/2017,ZNL,5,n/a,120,100.00%,1.000,1.00,FALSE
80250651,80,P2010,E1200-VV,16,EA,7/18/2017,21.6,LB,LTL,7/18/2017,7/18/2017,7/18/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80250652,140,P2010,E1200-VV,48,EA,7/18/2017,64.8,LB,LTL,7/18/2017,7/18/2017,7/18/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80250653,70,P2010,V-DW21R-345,56,EA,7/18/2017,7.28,LB,LTL,7/18/2017,7/18/2017,7/18/2017,ZNL,6,n/a,#REF!,33.33%,0.333,0.33,TRUE
80250653,190,P2010,E1200-VV,32,EA,7/18/2017,43.2,LB,LTL,7/18/2017,7/18/2017,7/18/2017,ZNL,2,n/a,#REF!,100.00%,1.000,1.00,TRUE
80250653,200,P2010,V-CMA-6,20,EA,7/18/2017,1,LB,LTL,7/18/2017,7/18/2017,7/18/2017,ZNL,4,n/a,#REF!,100.00%,1.000,1.00,TRUE
80250654,70,P2010,V-DW21R-345,224,EA,7/18/2017,29.12,LB,LTL,7/18/2017,7/18/2017,7/18/2017,ZNL,6,n/a,#REF!,33.33%,0.333,0.33,TRUE
